ticker,date_pulling,industry,sector,marketCap,currentPrice,enterpriseValue,totalCashPerShare,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest
GEO,2024-08-18,Security & Protection Services,Industrials,1817982720.0,13.02,3586517760.0,0.34,3643988000.0,388863000.0,247302000.0,327056000.0,2024-06-30
GES,2024-08-18,Apparel Retail,Consumer Cyclical,1204339456.0,22.5,2386123520.0,4.515,2748641000.0,768118000.0,284260000.0,248743000.0,2024-04-30
GFF,2024-08-18,Conglomerates,Industrials,3122301696.0,63.38,4660656640.0,2.715,2378864000.0,386708000.0,372729000.0,370245000.0,2024-06-30
GGB,2024-08-18,Steel,Basic Materials,6442033664.0,3.15,14157106176.0,3.156,82399264000.0,11246915000.0,6698779000.0,6798012000.0,2024-06-30
GGG,2024-08-18,Specialty Industrial Machinery,Industrials,13620907008.0,80.63,13001966592.0,3.942,2879897000.0,362335000.0,600765000.0,626678000.0,2024-06-30
GIB,2024-08-18,Information Technology Services,Technology,24712749056.0,108.78,26395607040.0,5.143,15793911000.0,4010491000.0,2342131000.0,2390729000.0,2024-06-30
GIL,2024-08-18,Apparel Manufacturing,Consumer Cyclical,6860515840.0,42.19,8074372096.0,0.797,3739274000.0,801008000.0,556462000.0,552030000.0,2024-06-30
GIS,2024-08-18,Packaged Foods,Consumer Defensive,38423478272.0,69.03,51677696000.0,0.749,31469900000.0,7033100000.0,3526300000.0,3673100000.0,2024-05-31
GLP,2024-08-18,Oil & Gas Midstream,Energy,1415652864.0,41.88,3550190080.0,0.418,3828744000.0,1183485000.0,238868000.0,235108000.0,2024-06-30
GLT,2024-08-18,Paper & Paper Products,Basic Materials,82168752.0,1.81,953941824.0,0.747,1505023000.0,265327000.0,5259000.0,30823000.0,2024-06-30
GLW,2024-08-18,Electronic Components,Technology,34399178752.0,40.2,41519173632.0,1.658,27179000000.0,4526000000.0,986000000.0,754000000.0,2024-06-30
GM,2024-08-18,Auto Manufacturers,Consumer Cyclical,50936053760.0,45.32,159500156928.0,20.846,282956000000.0,95363000000.0,12834000000.0,11539000000.0,2024-06-30
GMED,2024-08-18,Medical Devices,Healthcare,9459533824.0,69.86,9497628672.0,3.64,4993793000.0,794146000.0,168557000.0,168557000.0,2024-06-30
GNE,2024-08-18,Utilities—Regulated Electric,Utilities,431903168.0,16.06,296878304.0,4.562,322783000.0,83380000.0,11406000.0,4229000.0,2024-06-30
GNK,2024-08-18,Marine Shipping,Industrials,757242368.0,17.71,815899328.0,0.983,1057974000.0,37885000.0,27792000.0,60216000.0,2024-06-30
GNRC,2024-08-18,Specialty Industrial Machinery,Industrials,9060199424.0,150.62,10461345792.0,3.629,5118566000.0,912557000.0,420465000.0,426308000.0,2024-06-30
GPC,2024-08-18,Auto Parts,Consumer Cyclical,19345696768.0,138.86,24004892672.0,3.986,18869393000.0,8766413000.0,1665996000.0,1714729000.0,2024-06-30
GPI,2024-08-18,Auto & Truck Dealerships,Consumer Cyclical,4739436544.0,353.56,9345361920.0,5.021,8850300000.0,3097700000.0,940200000.0,970000000.0,2024-06-30
GPK,2024-08-18,Packaging & Containers,Consumer Cyclical,8574256640.0,28.57,13683255296.0,0.417,10828000000.0,1963000000.0,1176000000.0,1179000000.0,2024-06-30
GPN,2024-08-18,Specialty Business Services,Industrials,27690379264.0,108.83,44553859072.0,8.242,50752158000.0,9329351000.0,2227634000.0,2079436000.0,2024-06-30
GPS,2024-08-18,Apparel Retail,Consumer Cyclical,9084123136.0,24.22,12853113856.0,4.615,10908000000.0,2806000000.0,872000000.0,775000000.0,2024-04-30
GSK,2024-08-18,Drug Manufacturers—General,Healthcare,84189315072.0,41.28,181739126784.0,0.731,58066000000.0,20345000000.0,5697000000.0,6258000000.0,2024-06-30
GSL,2024-08-18,Rental & Leasing Services,Industrials,948494016.0,26.9,1416587392.0,6.997,2202514000.0,262978000.0,375640000.0,376742000.0,2024-06-30
GTN,2024-08-18,Broadcasting,Communication Services,499311744.0,4.67,7232381952.0,0.786,10634000000.0,331000000.0,559000000.0,510000000.0,2024-06-30
GTY,2024-08-18,REIT—Retail,Real Estate,1655905792.0,30.56,2505797376.0,0.087,1891876000.0,82769000.0,101685000.0,100251000.0,2024-06-30
GVA,2024-08-18,Engineering & Construction,Industrials,3101332992.0,70.99,3442970368.0,12.231,2881369000.0,1016403000.0,155359000.0,111802000.0,2024-06-30
GWW,2024-08-18,Industrial Distribution,Industrials,47183691776.0,966.37,49447694336.0,15.75,8352000000.0,2397000000.0,2570000000.0,2542000000.0,2024-06-30
H,2024-08-18,Lodging,Consumer Cyclical,14355792896.0,143.1,16569752576.0,19.508,12757000000.0,3744000000.0,1272000000.0,344000000.0,2024-06-30
HAE,2024-08-18,Medical Instruments & Supplies,Healthcare,3855727616.0,75.34,4733251584.0,6.762,2540977000.0,260076000.0,150980000.0,159399000.0,2024-06-30
HAL,2024-08-18,Oil & Gas Equipment & Services,Energy,27703173120.0,31.38,34339158016.0,2.422,25152000000.0,5576000000.0,4093000000.0,4216000000.0,2024-06-30
HBI,2024-08-18,Apparel Manufacturing,Consumer Cyclical,2240233472.0,6.37,5577465856.0,0.608,5379844000.0,1566480000.0,114494000.0,151036000.0,2024-06-30
HBM,2024-08-18,Copper,Basic Materials,3042543360.0,7.73,3893208320.0,1.331,5442422000.0,490142000.0,312385000.0,405160000.0,2024-06-30
HCA,2024-08-18,Medical Care Facilities,Healthcare,96460316672.0,373.77,141255131136.0,3.557,57379000000.0,14301000000.0,10451000000.0,10184000000.0,2024-06-30
HCC,2024-08-18,Coking Coal,Basic Materials,3089469952.0,59.06,2542102272.0,13.731,2560857000.0,174337000.0,498903000.0,462126000.0,2024-06-30
HD,2024-08-18,Home Improvement Retail,Consumer Cyclical,359023771648.0,362.06,421438390272.0,1.629,79230000000.0,24359000000.0,21419000000.0,21217000000.0,2024-04-30
HEI,2024-08-18,Aerospace & Defense,Industrials,28854431744.0,240.61,35930718208.0,1.474,7365845000.0,559163000.0,731263000.0,728178000.0,2024-04-30
HES,2024-08-18,Oil & Gas E&P,Energy,42085429248.0,136.59,50518958080.0,6.594,25810000000.0,3021000000.0,4516000000.0,4370000000.0,2024-06-30
HII,2024-08-18,Aerospace & Defense,Industrials,10610456576.0,270.57,13480465408.0,0.281,11310000000.0,3563000000.0,1013000000.0,783000000.0,2024-06-30
HIW,2024-08-18,REIT—Office,Real Estate,3428703744.0,31.7,6614888448.0,0.255,5971473000.0,304733000.0,296494000.0,214135000.0,2024-06-30
HL,2024-08-18,Other Precious Metals & Mining,Basic Materials,3495683840.0,5.63,4071132416.0,0.04,2939764000.0,155525000.0,8472000.0,64839000.0,2024-06-30
HLF,2024-08-18,Packaged Foods,Consumer Defensive,836966592.0,8.31,3016264448.0,3.713,2602200000.0,976200000.0,318100000.0,314800000.0,2024-06-30
HLX,2024-08-18,Oil & Gas Equipment & Services,Energy,1636090240.0,10.76,2040311168.0,1.809,2596937000.0,300174000.0,52127000.0,131101000.0,2024-06-30
HMC,2024-08-18,Auto Manufacturers,Consumer Cyclical,51056828416.0,31.72,5773864730624.0,1073.565,31311972000000.0,8967514000000.0,1749742000000.0,1472235000000.0,2024-06-30
HNI,2024-08-18,Business Equipment & Supplies,Industrials,2413506560.0,51.2,2982708736.0,0.711,1940800000.0,474200000.0,170500000.0,209200000.0,2024-06-30
HOG,2024-08-18,Recreational Vehicles,Consumer Cyclical,4805482496.0,36.51,11071635456.0,9.702,12760242000.0,3764342000.0,828057000.0,692318000.0,2024-06-30
HON,2024-08-18,Conglomerates,Industrials,128959692800.0,198.5,148726743040.0,15.095,69329000000.0,21044000000.0,8196000000.0,7839000000.0,2024-06-30
HOV,2024-08-18,Residential Construction,Consumer Cyclical,1159278336.0,193.13,3394083328.0,15.183,2317646000.0,443206000.0,337644000.0,284518000.0,2024-04-30
HP,2024-08-18,Oil & Gas Drilling,Energy,3366571520.0,34.09,3622439936.0,2.934,4484982000.0,456792000.0,495584000.0,415280000.0,2024-06-30
HPQ,2024-08-18,Computer Hardware,Technology,35140087808.0,35.91,43451076608.0,2.572,37433000000.0,24839000000.0,3909000000.0,4305000000.0,2024-04-30
HRB,2024-08-18,Personal Services,Consumer Cyclical,8996833280.0,64.45,9908845568.0,7.546,3218810000.0,977328000.0,841402000.0,805277000.0,2024-06-30
HRL,2024-08-18,Packaged Foods,Consumer Defensive,17743151104.0,32.36,20054077440.0,2.753,14135373000.0,2304811000.0,1059855000.0,1010338000.0,2024-04-30
HST,2024-08-18,REIT—Hotel & Motel,Real Estate,23517577216.0,16.45,15883144192.0,1.146,12407000000.0,1269000000.0,993000000.0,753000000.0,2024-06-30
HSY,2024-08-18,Confectioners,Consumer Defensive,39140704256.0,193.49,44435578880.0,2.309,12415674000.0,3885631000.0,2373036000.0,2532763000.0,2024-06-30
HUN,2024-08-18,Chemicals,Basic Materials,3614053376.0,20.89,5842044416.0,1.936,7317000000.0,1729000000.0,62000000.0,21000000.0,2024-06-30
HVT,2024-08-18,Home Improvement Retail,Consumer Cyclical,478647104.0,29.24,583329920.0,6.7,642105000.0,130440000.0,44526000.0,44526000.0,2024-06-30
HXL,2024-08-18,Aerospace & Defense,Industrials,5115789824.0,62.58,5829292032.0,0.997,2827600000.0,293700000.0,144300000.0,215900000.0,2024-06-30
HY,2024-08-18,Farm & Heavy Construction Machinery,Industrials,1046565760.0,59.8,1491881344.0,4.145,2115900000.0,1171600000.0,297600000.0,286700000.0,2024-06-30
HZO,2024-08-18,Specialty Retail,Consumer Cyclical,688965952.0,30.87,1690490624.0,10.862,2593665000.0,1054442000.0,135743000.0,135743000.0,2024-06-30
IAG,2024-08-18,Gold,Basic Materials,2897124096.0,5.08,3383224064.0,0.898,4670800000.0,699900000.0,164400000.0,226700000.0,2024-06-30
IBM,2024-08-18,Information Technology Services,Technology,178500059136.0,193.78,224881688576.0,14.863,133848000000.0,29648000000.0,10601000000.0,9639000000.0,2024-06-30
ICE,2024-08-18,Financial Data & Stock Exchanges,Financial Services,89876185088.0,156.54,111178203136.0,1.541,137682000000.0,87464000000.0,3954000000.0,4173000000.0,2024-06-30
IDA,2024-08-18,Utilities—Regulated Electric,Utilities,5433495552.0,102.03,8097460736.0,3.184,8677133000.0,525632000.0,417918000.0,309432000.0,2024-06-30
IDT,2024-08-18,Telecom Services,Communication Services,920819264.0,36.34,770958336.0,6.867,517302000.0,277831000.0,60788000.0,60788000.0,2024-04-30
IEX,2024-08-18,Specialty Industrial Machinery,Industrials,14881774592.0,196.58,15497373696.0,9.314,5903300000.0,477400000.0,778500000.0,693200000.0,2024-06-30
IGT,2024-08-18,Gambling,Consumer Cyclical,4408578560.0,21.84,10092680192.0,2.168,10042000000.0,2331000000.0,970000000.0,1063000000.0,2024-06-30
IMAX,2024-08-18,Entertainment,Communication Services,1053005248.0,19.99,1332301568.0,1.738,827399000.0,242178000.0,42176000.0,39946000.0,2024-06-30
INFY,2024-08-18,Information Technology Services,Technology,91716993024.0,22.01,89187622912.0,0.73,17270000000.0,6086000000.0,4512000000.0,3896000000.0,2024-06-30
INGR,2024-08-18,Packaged Foods,Consumer Defensive,8522393088.0,130.99,9886396416.0,7.839,7221000000.0,1230000000.0,948000000.0,905000000.0,2024-06-30
INN,2024-08-18,REIT—Hotel & Motel,Real Estate,706350720.0,6.52,2489729280.0,0.6,2871235000.0,91049000.0,105619000.0,84852000.0,2024-06-30
IP,2024-08-18,Packaging & Containers,Consumer Cyclical,16354179072.0,47.08,21343166464.0,3.02,23063000000.0,4114000000.0,628000000.0,515000000.0,2024-06-30
IPG,2024-08-18,Advertising Agencies,Communication Services,11725950976.0,31.22,14614237184.0,4.115,17011800000.0,8287300000.0,1660500000.0,1487100000.0,2024-06-30
IR,2024-08-18,Specialty Industrial Machinery,Industrials,36721078272.0,91.01,40519794688.0,2.66,17838500000.0,1764600000.0,1251500000.0,1370700000.0,2024-06-30
IRM,2024-08-18,REIT—Specialty,Real Estate,31768289280.0,108.3,47504744448.0,0.492,17966934000.0,2158074000.0,942845000.0,1169501000.0,2024-06-30
IT,2024-08-18,Information Technology Services,Technology,37196623872.0,482.7,38976008192.0,16.125,7430709000.0,3461798000.0,1180614000.0,1145562000.0,2024-06-30
ITT,2024-08-18,Specialty Industrial Machinery,Industrials,11032767488.0,135.04,11366894592.0,5.208,4410300000.0,1241400000.0,576900000.0,570200000.0,2024-06-30
ITW,2024-08-18,Specialty Industrial Machinery,Industrials,71831986176.0,241.94,79443984384.0,2.903,15577000000.0,4804000000.0,4300000000.0,4239000000.0,2024-06-30
JBI,2024-08-18,Building Products & Equipment,Industrials,1541866368.0,10.61,2078268800.0,0.758,1335400000.0,144100000.0,233400000.0,237500000.0,2024-06-30
JBL,2024-08-18,Electronic Components,Technology,12064875520.0,106.35,12841895936.0,21.887,17449000000.0,11423000000.0,1990000000.0,1520000000.0,2024-05-31
JBT,2024-08-18,Specialty Industrial Machinery,Industrials,2850370304.0,89.52,3025970176.0,14.927,2690100000.0,442900000.0,172200000.0,156800000.0,2024-06-30
JCI,2024-08-18,Building Products & Equipment,Industrials,46346809344.0,69.38,58285780992.0,1.29,43325000000.0,12724000000.0,2229000000.0,2539000000.0,2024-06-30
JHX,2024-08-18,Building Materials,Basic Materials,14829564928.0,34.25,15616212992.0,0.835,4928000000.0,745300000.0,792600000.0,940700000.0,2024-06-30
JKS,2024-08-18,Solar,Technology,992524352.0,19.49,53800448000.0,81.606,137081426000.0,80155348000.0,8782795000.0,6324564000.0,2024-03-31
JLL,2024-08-18,Real Estate Services,Real Estate,11691856896.0,246.33,15133665280.0,8.941,15909000000.0,5514000000.0,742500000.0,742500000.0,2024-06-30
JNJ,2024-08-18,Drug Manufacturers—General,Healthcare,383689981952.0,159.39,399706554368.0,10.583,181088000000.0,53933000000.0,20273000000.0,23735000000.0,2024-06-30
JNPR,2024-08-18,Communication Equipment,Technology,12791274496.0,38.86,13480592384.0,3.408,9428300000.0,2043600000.0,303100000.0,369200000.0,2024-06-30
JOE,2024-08-18,Real Estate—Diversified,Real Estate,3405742080.0,58.32,3964750592.0,1.485,1550442000.0,111322000.0,126649000.0,86124000.0,2024-06-30
JWN,2024-08-18,Department Stores,Consumer Cyclical,3729560576.0,22.79,7539555840.0,2.615,8476000000.0,3135000000.0,522000000.0,464000000.0,2024-04-30
K,2024-08-18,Packaged Foods,Consumer Defensive,27615506432.0,80.29,33774286848.0,0.821,15299000000.0,4774000000.0,1294000000.0,1442000000.0,2024-06-30
KAI,2024-08-18,Specialty Industrial Machinery,Industrials,3637302784.0,309.7,3919429376.0,6.284,1456032000.0,201978000.0,169924000.0,168542000.0,2024-06-30
KAR,2024-08-18,Auto & Truck Dealerships,Consumer Cyclical,1871505280.0,17.23,4349511168.0,0.561,4617800000.0,2576100000.0,249800000.0,249100000.0,2024-06-30
KBH,2024-08-18,Residential Construction,Consumer Cyclical,5961404928.0,79.27,7037629952.0,8.557,6805680000.0,829408000.0,730735000.0,730735000.0,2024-05-31
KBR,2024-08-18,Engineering & Construction,Industrials,8708121600.0,65.45,10388133888.0,3.3,5764000000.0,1653000000.0,451000000.0,504000000.0,2024-06-30
KFY,2024-08-18,Staffing & Employment Services,Industrials,3648307712.0,69.16,3201155328.0,18.654,3678869000.0,934519000.0,243610000.0,281487000.0,2024-04-30
KGC,2024-08-18,Gold,Basic Materials,11270205440.0,9.17,12955230208.0,0.405,10639200000.0,1517000000.0,897100000.0,884600000.0,2024-06-30
KIM,2024-08-18,REIT—Retail,Real Estate,15025956864.0,22.29,22912135168.0,0.189,19504177000.0,258459000.0,636669000.0,613667000.0,2024-06-30
KKR,2024-08-18,Asset Management,Financial Services,109792714752.0,119.08,152542019584.0,45.87,348469179000.0,52232789000.0,10495483000.0,1933054000.0,2024-06-30
KMB,2024-08-18,Household & Personal Products,Consumer Defensive,47981101056.0,142.46,54953160704.0,3.453,17280000000.0,7011000000.0,2953000000.0,2952000000.0,2024-06-30
KMI,2024-08-18,Oil & Gas Midstream,Energy,46786220032.0,21.08,80040271872.0,0.055,70702000000.0,5958000000.0,4221000000.0,4221000000.0,2024-06-30
KMT,2024-08-18,Tools & Accessories,Industrials,1955310080.0,25.1,2511816960.0,1.643,2503758000.0,415961000.0,170922000.0,182374000.0,2024-06-30
KNOP,2024-08-18,Marine Shipping,Industrials,252250912.0,7.22,1207936128.0,1.438,1559692000.0,113617000.0,39862000.0,76832000.0,2024-03-31
KNX,2024-08-18,Trucking,Industrials,8651630592.0,53.45,11597166592.0,1.152,12570325000.0,1650100000.0,235367000.0,195446000.0,2024-06-30
KO,2024-08-18,Beverages—Non-Alcoholic,Consumer Defensive,298156818432.0,69.18,325777686528.0,4.408,101202000000.0,29263000000.0,14500000000.0,12230000000.0,2024-06-30
KOF,2024-08-18,Beverages—Non-Alcoholic,Consumer Defensive,19113414656.0,89.3,227530178560.0,18.217,288028000000.0,65813000000.0,36533000000.0,36436000000.0,2024-06-30
KOP,2024-08-18,Specialty Chemicals,Basic Materials,769268608.0,37.49,1803168384.0,2.563,1948000000.0,284900000.0,183000000.0,182600000.0,2024-06-30
KOS,2024-08-18,Oil & Gas E&P,Energy,2293030656.0,4.86,4735885824.0,0.368,5389310000.0,654871000.0,548255000.0,832884000.0,2024-06-30
KRC,2024-08-18,REIT—Office,Real Estate,3986365696.0,33.63,8589685248.0,7.121,11543756000.0,660174000.0,359826000.0,318841000.0,2024-06-30
KRG,2024-08-18,REIT—Retail,Real Estate,5591026176.0,25.03,8492145152.0,0.8,6958920000.0,229698000.0,90345000.0,153231000.0,2024-06-30
KRO,2024-08-18,Specialty Chemicals,Basic Materials,1303357824.0,11.33,1615061504.0,1.163,1656900000.0,273100000.0,28700000.0,26300000.0,2024-06-30
KSS,2024-08-18,Department Stores,Consumer Cyclical,2274162688.0,20.45,9646154752.0,2.05,14278000000.0,3013000000.0,662000000.0,662000000.0,2024-04-30
KT,2024-08-18,Telecom Services,Communication Services,6956875776.0,14.15,6367386533888.0,15367.264,43144400000000.0,14095200000000.0,1629176000000.0,1771692000000.0,2024-06-30
KWR,2024-08-18,Specialty Chemicals,Basic Materials,2892641280.0,161.49,3475044864.0,10.527,2672192000.0,350077000.0,218421000.0,227773000.0,2024-06-30
LAD,2024-08-18,Auto & Truck Dealerships,Consumer Cyclical,7749222912.0,289.8,21247614976.0,25.236,23205200000.0,7019900000.0,1578000000.0,1570000000.0,2024-06-30
LAZ,2024-08-18,Capital Markets,Financial Services,4327234560.0,47.99,6260314112.0,9.454,4527194000.0,466252000.0,267605000.0,224804000.0,2024-06-30
LEA,2024-08-18,Auto Parts,Consumer Cyclical,6344068096.0,112.77,9030666240.0,17.002,14681900000.0,5817800000.0,852400000.0,895000000.0,2024-06-30
LEE,2024-08-18,Publishing,Communication Services,54972084.0,8.88,536286112.0,2.169,677455000.0,110463000.0,22784000.0,39884000.0,2024-06-30
LEN,2024-08-18,Residential Construction,Consumer Cyclical,46766292992.0,171.76,91902992384.0,11.619,38667670000.0,1727358000.0,5556092000.0,5556092000.0,2024-05-31
LH,2024-08-18,Diagnostics & Research,Healthcare,19101648896.0,227.5,24906346496.0,3.157,16712300000.0,4064700000.0,850300000.0,1134500000.0,2024-06-30
LII,2024-08-18,Building Products & Equipment,Industrials,20286136320.0,569.29,21797933056.0,1.622,3221900000.0,1104500000.0,860900000.0,915300000.0,2024-06-30
LIN,2024-08-18,Specialty Chemicals,Basic Materials,218132922368.0,456.82,236396806144.0,9.688,80215000000.0,13504000000.0,8745000000.0,8571000000.0,2024-06-30
LLY,2024-08-18,Drug Manufacturers—General,Healthcare,830300815360.0,922.12,856035622912.0,3.738,71874800000.0,27121200000.0,9615300000.0,14119600000.0,2024-06-30
LMT,2024-08-18,Aerospace & Defense,Industrials,133511471104.0,560.13,150245474304.0,10.585,55076000000.0,18493000000.0,8888000000.0,8543000000.0,2024-06-30
LND,2024-08-18,Farm Products,Consumer Defensive,474055840.0,4.69,1310108800.0,2.271,3341289000.0,597276000.0,280500000.0,226112000.0,2024-03-31
LNN,2024-08-18,Farm & Heavy Construction Machinery,Industrials,1319504128.0,121.21,1301874688.0,14.029,758101000.0,123737000.0,92137000.0,86472000.0,2024-05-31
LNT,2024-08-18,Utilities—Regulated Electric,Utilities,14715404288.0,57.37,24379379712.0,0.359,21836000000.0,1854000000.0,1033000000.0,857000000.0,2024-06-30
LOW,2024-08-18,Home Improvement Retail,Consumer Cyclical,137415712768.0,241.15,174486781952.0,5.681,45365000000.0,19506000000.0,11029000000.0,10923000000.0,2024-04-30
LPX,2024-08-18,Building Products & Equipment,Industrials,6611557376.0,94.08,6664560640.0,4.511,2529000000.0,261000000.0,590000000.0,593000000.0,2024-06-30
LRN,2024-08-18,Education & Training Services,Consumer Defensive,3571766272.0,82.53,3591619072.0,9.074,1920465000.0,244280000.0,271335000.0,249600000.0,2024-06-30
LTC,2024-08-18,REIT—Healthcare Facilities,Real Estate,1552639488.0,35.7,2501087744.0,0.142,1890716000.0,328704000.0,142765000.0,120973000.0,2024-06-30
LTM,2024-08-18,Airlines,Industrials,7253303808.0,24.0,14511758114816.0,0.003,14890022000.0,5823806000.0,1492892000.0,1375521000.0,2024-06-30
LVS,2024-08-18,Resorts & Casinos,Consumer Cyclical,29729759232.0,40.37,38896054272.0,6.397,21113000000.0,3369000000.0,3017000000.0,2756000000.0,2024-06-30
LXP,2024-08-18,REIT—Industrial,Real Estate,2892626944.0,9.8,4539037184.0,0.186,3885867000.0,136403000.0,100068000.0,57862000.0,2024-06-30
LXU,2024-08-18,Chemicals,Basic Materials,558644608.0,7.8,858243840.0,3.019,1189058000.0,97308000.0,36262000.0,19409000.0,2024-06-30
LYB,2024-08-18,Specialty Chemicals,Basic Materials,31556388864.0,97.07,41602408448.0,8.788,37064000000.0,6147000000.0,3343000000.0,3269000000.0,2024-06-30
LYV,2024-08-18,Entertainment,Communication Services,22092611584.0,95.18,25155674112.0,27.782,20453984000.0,11627149000.0,1252811000.0,957820000.0,2024-06-30
LZB,2024-08-18,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1764724224.0,41.96,1904340864.0,8.294,1913442000.0,437281000.0,166207000.0,150796000.0,2024-04-30
M,2024-08-18,Department Stores,Consumer Cyclical,4892474880.0,17.7,10048483328.0,3.169,16449000000.0,4550000000.0,141000000.0,1123000000.0,2024-04-30
MA,2024-08-18,Credit Services,Financial Services,433167761408.0,468.88,441475760128.0,7.965,42333000000.0,15594000000.0,15181000000.0,15464000000.0,2024-06-30
MAA,2024-08-18,REIT—Residential,Real Estate,18336215040.0,152.84,22710478848.0,0.538,11562867000.0,971984000.0,689568000.0,674661000.0,2024-06-30
MAC,2024-08-18,REIT—Retail,Real Estate,3363590656.0,14.86,7848403456.0,0.327,7777706000.0,564565000.0,60342000.0,169095000.0,2024-06-30
MAN,2024-08-18,Staffing & Employment Services,Industrials,3362158336.0,70.86,4393556992.0,9.882,8453600000.0,4578000000.0,233000000.0,252400000.0,2024-06-30
MAR,2024-08-18,Lodging,Consumer Cyclical,62092713984.0,220.56,75711660032.0,1.24,25740000000.0,8283000000.0,3972000000.0,3925000000.0,2024-06-30
MAS,2024-08-18,Building Products & Equipment,Industrials,16602201088.0,76.07,19605188608.0,1.824,5365000000.0,1645000000.0,1335000000.0,1358000000.0,2024-06-30
MATX,2024-08-18,Marine Shipping,Industrials,4409297920.0,131.31,4903996416.0,5.009,4273900000.0,584500000.0,422000000.0,361900000.0,2024-06-30
MCD,2024-08-18,Restaurants,Consumer Cyclical,199772831744.0,278.49,251037925376.0,1.104,53801000000.0,3910000000.0,11848400000.0,11761300000.0,2024-06-30
MCK,2024-08-18,Medical Distribution,Healthcare,71025393664.0,547.71,76533260288.0,17.752,71670000000.0,56434000000.0,4062000000.0,4170000000.0,2024-06-30
MDT,2024-08-18,Medical Devices,Healthcare,108507955200.0,84.6,126728019968.0,6.243,89981000000.0,10789000000.0,5554000000.0,5520000000.0,2024-04-30
MDU,2024-08-18,Conglomerates,Industrials,5036033536.0,24.7,7425641472.0,0.463,7960336000.0,1149859000.0,547442000.0,451118000.0,2024-06-30
MED,2024-08-18,Personal Services,Consumer Cyclical,200482544.0,18.33,50835492.0,15.351,293531000.0,75179000.0,34249000.0,34249000.0,2024-06-30
MG,2024-08-18,Security & Protection Services,Industrials,356240096.0,11.5,603017344.0,0.555,548147000.0,114546000.0,13544000.0,39345000.0,2024-06-30
MGA,2024-08-18,Auto Parts,Consumer Cyclical,11717235712.0,40.78,18564225024.0,3.477,31986000000.0,12449000000.0,1602000000.0,2014000000.0,2024-06-30
MGM,2024-08-18,Resorts & Casinos,Consumer Cyclical,11816652800.0,38.9,41784066048.0,7.947,41815461000.0,3000173000.0,1599887000.0,1758100000.0,2024-06-30
MHO,2024-08-18,Residential Construction,Consumer Cyclical,3966487296.0,144.7,4102961408.0,30.598,4340070000.0,372118000.0,662087000.0,662087000.0,2024-06-30
MKC,2024-08-18,Packaged Foods,Consumer Defensive,20729778176.0,77.18,25063174144.0,0.619,12987600000.0,2984300000.0,1053600000.0,1030700000.0,2024-05-31
MLI,2024-08-18,Metal Fabrication,Industrials,7758160896.0,68.46,6994460160.0,7.286,3066185000.0,387228000.0,792481000.0,710974000.0,2024-06-30
MLM,2024-08-18,Building Materials,Basic Materials,32693368832.0,534.93,37327343616.0,1.783,16333000000.0,1196000000.0,2829900000.0,2807700000.0,2024-06-30
MLR,2024-08-18,Auto Parts,Consumer Cyclical,681157504.0,59.47,727999040.0,2.079,748167000.0,293768000.0,97292000.0,96829000.0,2024-06-30
MMC,2024-08-18,Insurance Brokers,Financial Services,109125574656.0,221.91,123105550336.0,3.361,48591000000.0,18864000000.0,6025000000.0,5666000000.0,2024-06-30
MMM,2024-08-18,Conglomerates,Industrials,69795422208.0,127.05,73320374272.0,18.818,43377000000.0,14345000000.0,2175000000.0,608000000.0,2024-06-30
MMS,2024-08-18,Specialty Business Services,Industrials,5319646720.0,88.4,6507408896.0,1.708,3999790000.0,680043000.0,474950000.0,475867000.0,2024-06-30
MNR,2024-08-18,Oil & Gas E&P,Energy,1925504256.0,20.26,2583211008.0,1.522,2235037000.0,319671000.0,319016000.0,323334000.0,2024-06-30
MO,2024-08-18,Tobacco,Consumer Defensive,87563214848.0,51.32,110837432320.0,1.054,34387000000.0,7782000000.0,14676000000.0,11409000000.0,2024-06-30
MOD,2024-08-18,Auto Parts,Consumer Cyclical,5732999680.0,109.38,6196797440.0,1.391,1866400000.0,508300000.0,246900000.0,261300000.0,2024-06-30
MOH,2024-08-18,Healthcare Plans,Healthcare,20508241920.0,349.97,14191242240.0,148.481,15185000000.0,7836000000.0,1535000000.0,1535000000.0,2024-06-30
MOS,2024-08-18,Agricultural Inputs,Basic Materials,8832645120.0,27.72,13024434176.0,1.011,22566500000.0,4118900000.0,467000000.0,830500000.0,2024-06-30
MOV,2024-08-18,Luxury Goods,Consumer Cyclical,536144544.0,24.14,410618528.0,10.166,751415000.0,106966000.0,54258000.0,47117000.0,2024-04-30
MPC,2024-08-18,Oil & Gas Refining & Marketing,Energy,60253159424.0,180.03,88629166080.0,25.394,85229000000.0,24000000000.0,12147000000.0,9330000000.0,2024-06-30
MPLX,2024-08-18,Oil & Gas Midstream,Energy,43262386176.0,42.39,63769579520.0,2.451,38402000000.0,4226000000.0,5201000000.0,4270000000.0,2024-06-30
MPX,2024-08-18,Recreational Vehicles,Consumer Cyclical,323916128.0,9.33,268785440.0,1.588,175726000.0,24553000.0,27186000.0,27186000.0,2024-06-30
MRC,2024-08-18,Oil & Gas Equipment & Services,Energy,1062046720.0,12.46,1732456704.0,0.575,1787000000.0,517000000.0,171000000.0,170000000.0,2024-06-30
